timestamp,price
2025-05-10 02:56:28,2338.2
2025-05-10 02:56:28,2338.2
2025-05-10 02:56:28,2338.19
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:30,2338.19
2025-05-10 02:56:30,2338.2
2025-05-10 02:56:30,2338.2
2025-05-10 02:56:30,2338.2
2025-05-10 02:56:30,2338.19
2025-05-10 02:56:31,2338.19
2025-05-10 02:56:31,2338.2
2025-05-10 02:56:31,2338.19
2025-05-10 02:56:32,2338.19
2025-05-10 02:56:32,2338.19
2025-05-10 02:56:32,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:34,2338.19
2025-05-10 02:56:34,2338.19
2025-05-10 02:56:35,2338.19
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.2
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.2
2025-05-10 02:56:37,2338.2
2025-05-10 02:56:37,2338.19
2025-05-10 02:56:37,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:39,2338.19
