2025-09-12 20:08:43,927 | INFO | monitoring | Inserted ticks monitoring data for 274 messages.
2025-09-12 20:08:43,993 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:44,368 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:08:45,380 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:46,420 | INFO | kafka_consumer | Inserted 28 rows to ticks_db.
2025-09-12 20:08:47,404 | INFO | kafka_consumer | Inserted 125 rows to ticks_db.
2025-09-12 20:08:48,373 | INFO | kafka_consumer | Inserted 58 rows to ticks_db.
2025-09-12 20:08:49,017 | INFO | monitoring | Inserted ticks monitoring data for 216 messages.
2025-09-12 20:08:49,048 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:49,375 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:08:50,378 | INFO | kafka_consumer | Inserted 10 rows to ticks_db.
2025-09-12 20:08:51,372 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:08:52,376 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:53,376 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:08:54,098 | INFO | monitoring | Inserted ticks monitoring data for 31 messages.
2025-09-12 20:08:54,115 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:55,378 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:08:56,389 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:08:57,377 | INFO | kafka_consumer | Inserted 30 rows to ticks_db.
2025-09-12 20:08:58,439 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:08:58,502 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:08:59,171 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:59,218 | INFO | monitoring | Inserted ticks monitoring data for 194 messages.
2025-09-12 20:08:59,384 | INFO | kafka_consumer | Inserted 48 rows to ticks_db.
2025-09-12 20:09:00,379 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:09:01,421 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:02,415 | INFO | kafka_consumer | Inserted 69 rows to ticks_db.
2025-09-12 20:09:03,388 | INFO | kafka_consumer | Inserted 59 rows to ticks_db.
2025-09-12 20:09:04,207 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:04,312 | INFO | monitoring | Inserted ticks monitoring data for 185 messages.
2025-09-12 20:09:04,386 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:09:05,384 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:09:06,386 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:09:07,404 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:09:08,386 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:09:09,262 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:09,390 | INFO | monitoring | Inserted ticks monitoring data for 20 messages.
2025-09-12 20:09:09,396 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:09:10,398 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:09:11,458 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:11,553 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:12,461 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:12,507 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:13,392 | INFO | kafka_consumer | Inserted 31 rows to ticks_db.
2025-09-12 20:09:14,299 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:14,508 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:14,558 | INFO | monitoring | Inserted ticks monitoring data for 488 messages.
2025-09-12 20:09:14,562 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:15,393 | INFO | kafka_consumer | Inserted 47 rows to ticks_db.
2025-09-12 20:09:16,406 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:09:17,394 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:18,449 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:09:19,348 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:19,406 | INFO | kafka_consumer | Inserted 124 rows to ticks_db.
2025-09-12 20:09:19,645 | INFO | monitoring | Inserted ticks monitoring data for 183 messages.
2025-09-12 20:09:20,411 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:09:21,401 | INFO | kafka_consumer | Inserted 37 rows to ticks_db.
2025-09-12 20:09:23,450 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:09:24,387 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:24,441 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:09:24,743 | INFO | monitoring | Inserted ticks monitoring data for 54 messages.
2025-09-12 20:09:25,439 | INFO | kafka_consumer | Inserted 29 rows to ticks_db.
2025-09-12 20:09:26,448 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:27,536 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:09:27,629 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:27,683 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:28,503 | INFO | kafka_consumer | Inserted 96 rows to ticks_db.
2025-09-12 20:09:29,430 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:29,453 | INFO | kafka_consumer | Inserted 142 rows to ticks_db.
2025-09-12 20:09:29,836 | INFO | monitoring | Inserted ticks monitoring data for 575 messages.
2025-09-12 20:09:30,470 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:09:31,490 | INFO | kafka_consumer | Inserted 39 rows to ticks_db.
2025-09-12 20:09:32,549 | INFO | kafka_consumer | Inserted 79 rows to ticks_db.
2025-09-12 20:09:32,679 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:32,725 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:32,737 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:33,465 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:09:34,469 | INFO | kafka_consumer | Inserted 8 rows to ticks_db.
2025-09-12 20:09:34,477 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:34,926 | INFO | monitoring | Inserted ticks monitoring data for 586 messages.
2025-09-12 20:09:35,467 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:09:36,525 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:09:37,472 | INFO | kafka_consumer | Inserted 126 rows to ticks_db.
2025-09-12 20:09:38,547 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:09:38,583 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:39,542 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:39,737 | INFO | kafka_consumer | Inserted 44 rows to ticks_db.
2025-09-12 20:09:40,011 | INFO | monitoring | Inserted ticks monitoring data for 329 messages.
2025-09-12 20:09:40,731 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:09:41,843 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:41,900 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:41,943 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:42,732 | INFO | kafka_consumer | Inserted 76 rows to ticks_db.
2025-09-12 20:09:43,734 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:09:44,586 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:44,793 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:09:45,095 | INFO | monitoring | Inserted ticks monitoring data for 393 messages.
2025-09-12 20:09:45,736 | INFO | kafka_consumer | Inserted 127 rows to ticks_db.
2025-09-12 20:09:46,739 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:09:47,737 | INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:09:49,647 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:50,173 | INFO | monitoring | Inserted ticks monitoring data for 139 messages.
2025-09-12 20:09:50,736 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:51,747 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:09:53,744 | INFO | kafka_consumer | Inserted 16 rows to ticks_db.
2025-09-12 20:09:54,686 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:54,740 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:09:55,251 | INFO | monitoring | Inserted ticks monitoring data for 24 messages.
2025-09-12 20:09:55,744 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:09:56,748 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:09:57,746 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:09:58,811 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:09:58,855 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:09:59,729 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:09:59,789 | INFO | kafka_consumer | Inserted 35 rows to ticks_db.
2025-09-12 20:10:00,428 | INFO | monitoring | Inserted ticks monitoring data for 198 messages.
2025-09-12 20:10:00,776 | INFO | kafka_consumer | Inserted 90 rows to ticks_db.
2025-09-12 20:10:01,759 | INFO | kafka_consumer | Inserted 47 rows to ticks_db.
2025-09-12 20:10:02,781 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:10:03,763 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:10:04,771 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:10:04,809 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:05,506 | INFO | monitoring | Inserted ticks monitoring data for 146 messages.
2025-09-12 20:10:06,764 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:10:07,763 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:10:08,773 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:09,769 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:10:09,877 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:10,584 | INFO | monitoring | Inserted ticks monitoring data for 11 messages.
2025-09-12 20:10:10,839 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:10:10,897 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:11,774 | INFO | kafka_consumer | Inserted 58 rows to ticks_db.
2025-09-12 20:10:12,775 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:10:14,778 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:14,931 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:15,669 | INFO | monitoring | Inserted ticks monitoring data for 214 messages.
2025-09-12 20:10:16,783 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:17,845 | INFO | kafka_consumer | Inserted 14 rows to ticks_db.
2025-09-12 20:10:17,881 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:18,780 | INFO | kafka_consumer | Inserted 17 rows to ticks_db.
2025-09-12 20:10:19,975 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:20,755 | INFO | monitoring | Inserted ticks monitoring data for 182 messages.
2025-09-12 20:10:20,839 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:10:21,783 | INFO | kafka_consumer | Inserted 142 rows to ticks_db.
2025-09-12 20:10:22,786 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:10:23,781 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:24,831 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:10:24,931 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:25,025 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:25,855 | INFO | kafka_consumer | Inserted 135 rows to ticks_db.
2025-09-12 20:10:25,902 | INFO | monitoring | Inserted ticks monitoring data for 305 messages.
2025-09-12 20:10:26,835 | INFO | kafka_consumer | Inserted 80 rows to ticks_db.
2025-09-12 20:10:27,793 | INFO | kafka_consumer | Inserted 66 rows to ticks_db.
2025-09-12 20:10:28,813 | INFO | kafka_consumer | Inserted 17 rows to ticks_db.
2025-09-12 20:10:29,788 | INFO | kafka_consumer | Inserted 149 rows to ticks_db.
2025-09-12 20:10:30,085 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:30,788 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:10:30,991 | INFO | monitoring | Inserted ticks monitoring data for 314 messages.
2025-09-12 20:10:32,791 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:33,792 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:10:34,818 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:10:35,124 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:35,827 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:36,083 | INFO | monitoring | Inserted ticks monitoring data for 10 messages.
2025-09-12 20:10:36,836 | INFO | kafka_consumer | Inserted 19 rows to ticks_db.
2025-09-12 20:10:37,831 | INFO | kafka_consumer | Inserted 27 rows to ticks_db.
2025-09-12 20:10:38,824 | INFO | kafka_consumer | Inserted 12 rows to ticks_db.
2025-09-12 20:10:39,829 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:40,172 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:40,829 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:10:41,171 | INFO | monitoring | Inserted ticks monitoring data for 62 messages.
2025-09-12 20:10:41,827 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:10:42,829 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:10:43,867 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:10:44,919 | INFO | kafka_consumer | Inserted 41 rows to ticks_db.
2025-09-12 20:10:45,031 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:45,076 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:45,228 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:45,929 | INFO | kafka_consumer | Inserted 83 rows to ticks_db.
2025-09-12 20:10:45,990 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:46,258 | INFO | monitoring | Inserted ticks monitoring data for 585 messages.
2025-09-12 20:10:46,848 | INFO | kafka_consumer | Inserted 125 rows to ticks_db.
2025-09-12 20:10:47,910 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:10:47,950 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:48,946 | INFO | kafka_consumer | Inserted 20 rows to ticks_db.
2025-09-12 20:10:48,979 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:49,945 | INFO | kafka_consumer | Inserted 32 rows to ticks_db.
2025-09-12 20:10:50,034 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:50,269 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:50,871 | INFO | kafka_consumer | Inserted 112 rows to ticks_db.
2025-09-12 20:10:51,357 | INFO | monitoring | Inserted ticks monitoring data for 740 messages.
2025-09-12 20:10:51,881 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:10:52,880 | INFO | kafka_consumer | Inserted 26 rows to ticks_db.
2025-09-12 20:10:53,885 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:10:54,879 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:10:55,303 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:10:55,903 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:10:56,432 | INFO | monitoring | Inserted ticks monitoring data for 43 messages.
2025-09-12 20:10:56,967 | INFO | kafka_consumer | Inserted 12 rows to ticks_db.
2025-09-12 20:10:57,048 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:10:57,912 | INFO | kafka_consumer | Inserted 18 rows to ticks_db.
2025-09-12 20:10:58,928 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:11:00,345 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:00,910 | INFO | kafka_consumer | Inserted 44 rows to ticks_db.
2025-09-12 20:11:01,537 | INFO | monitoring | Inserted ticks monitoring data for 230 messages.
2025-09-12 20:11:02,912 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:03,918 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:05,409 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:05,915 | INFO | kafka_consumer | Inserted 12 rows to ticks_db.
2025-09-12 20:11:06,621 | INFO | monitoring | Inserted ticks monitoring data for 15 messages.
2025-09-12 20:11:06,931 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:07,927 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:11:09,969 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:10,449 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:10,946 | INFO | kafka_consumer | Inserted 102 rows to ticks_db.
2025-09-12 20:11:11,704 | INFO | monitoring | Inserted ticks monitoring data for 112 messages.
2025-09-12 20:11:11,943 | INFO | kafka_consumer | Inserted 42 rows to ticks_db.
2025-09-12 20:11:12,937 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:13,932 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:11:14,932 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:15,497 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:16,001 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:16,073 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:11:16,835 | INFO | monitoring | Inserted ticks monitoring data for 203 messages.
2025-09-12 20:11:16,950 | INFO | kafka_consumer | Inserted 102 rows to ticks_db.
2025-09-12 20:11:18,989 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:19,983 | INFO | kafka_consumer | Inserted 88 rows to ticks_db.
2025-09-12 20:11:20,535 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:20,954 | INFO | kafka_consumer | Inserted 73 rows to ticks_db.
2025-09-12 20:11:21,918 | INFO | monitoring | Inserted ticks monitoring data for 264 messages.
2025-09-12 20:11:21,960 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:11:22,955 | INFO | kafka_consumer | Inserted 19 rows to ticks_db.
2025-09-12 20:11:23,954 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:11:24,972 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:25,575 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:25,957 | INFO | kafka_consumer | Inserted 38 rows to ticks_db.
2025-09-12 20:11:26,983 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:27,015 | INFO | monitoring | Inserted ticks monitoring data for 72 messages.
2025-09-12 20:11:27,969 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:29,033 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:11:29,976 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:11:30,628 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:30,971 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:32,118 | INFO | monitoring | Inserted ticks monitoring data for 14 messages.
2025-09-12 20:11:32,975 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:33,971 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:11:35,659 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:35,975 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:37,208 | INFO | monitoring | Inserted ticks monitoring data for 11 messages.
2025-09-12 20:11:37,991 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:38,975 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:39,977 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:40,709 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:40,983 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:42,073 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:42,104 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:11:42,304 | INFO | monitoring | Inserted ticks monitoring data for 159 messages.
2025-09-12 20:11:42,999 | INFO | kafka_consumer | Inserted 50 rows to ticks_db.
2025-09-12 20:11:43,994 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:45,024 | INFO | kafka_consumer | Inserted 8 rows to ticks_db.
2025-09-12 20:11:45,742 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:45,994 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:46,993 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:11:47,398 | INFO | monitoring | Inserted ticks monitoring data for 66 messages.
2025-09-12 20:11:47,991 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:11:48,997 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:49,997 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:50,784 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:50,996 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:52,025 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:52,503 | INFO | monitoring | Inserted ticks monitoring data for 11 messages.
2025-09-12 20:11:53,004 | INFO | kafka_consumer | Inserted 82 rows to ticks_db.
2025-09-12 20:11:54,006 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:55,006 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:11:55,828 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:11:56,037 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:11:57,004 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:11:57,576 | INFO | monitoring | Inserted ticks monitoring data for 95 messages.
2025-09-12 20:11:58,012 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:11:59,011 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:00,031 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:00,899 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:01,009 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:12:02,020 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:02,648 | INFO | monitoring | Inserted ticks monitoring data for 12 messages.
2025-09-12 20:12:03,014 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:12:04,067 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:05,023 | INFO | kafka_consumer | Inserted 136 rows to ticks_db.
2025-09-12 20:12:05,953 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:06,033 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:07,056 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:07,735 | INFO | monitoring | Inserted ticks monitoring data for 145 messages.
2025-09-12 20:12:08,019 | INFO | kafka_consumer | Inserted 64 rows to ticks_db.
2025-09-12 20:12:09,015 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:10,028 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:12:10,983 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:11,018 | INFO | kafka_consumer | Inserted 13 rows to ticks_db.
2025-09-12 20:12:12,021 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:12:12,848 | INFO | monitoring | Inserted ticks monitoring data for 81 messages.
2025-09-12 20:12:13,021 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:14,054 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:12:15,055 | INFO | kafka_consumer | Inserted 62 rows to ticks_db.
2025-09-12 20:12:16,033 | INFO | kafka_consumer | Inserted 74 rows to ticks_db.
2025-09-12 20:12:16,041 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:17,037 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:17,936 | INFO | monitoring | Inserted ticks monitoring data for 144 messages.
2025-09-12 20:12:18,030 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:12:20,025 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:12:21,026 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:12:21,088 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:22,024 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:12:23,002 | INFO | monitoring | Inserted ticks monitoring data for 16 messages.
2025-09-12 20:12:23,033 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:24,034 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:25,031 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:12:26,031 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:12:26,119 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:12:27,038 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
