2025-09-12 20:03:14.575000+00:00| INFO | kafka_consumer | Inserted 13 rows to ticks_db.
2025-09-12 20:03:15.575000+00:00| INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:03:16.581000+00:00| INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:03:17.576000+00:00| INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:03:18.583000+00:00| INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:03:18.982000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:19.624000+00:00| INFO | monitoring | Inserted ticks monitoring data for 45 messages.
2025-09-12 20:03:20.608000+00:00| INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:03:21.592000+00:00| INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:03:23.602000+00:00| INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:03:24.048000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:24.632000+00:00| INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:03:24.729000+00:00| INFO | monitoring | Inserted ticks monitoring data for 13 messages.
2025-09-12 20:03:25.618000+00:00| INFO | kafka_consumer | Inserted 41 rows to ticks_db.
2025-09-12 20:03:26.677000+00:00| INFO | kafka_consumer | Inserted 23 rows to ticks_db.
2025-09-12 20:03:27.647000+00:00| INFO | kafka_consumer | Inserted 65 rows to ticks_db.
2025-09-12 20:03:28.641000+00:00| INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:03:29.083000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:29.640000+00:00| INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:03:29.819000+00:00| INFO | monitoring | Inserted ticks monitoring data for 131 messages.
2025-09-12 20:03:30.638000+00:00| INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:03:31.638000+00:00| INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:03:32.644000+00:00| INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:03:34.126000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:34.647000+00:00| INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:03:34.888000+00:00| INFO | monitoring | Inserted ticks monitoring data for 13 messages.
2025-09-12 20:03:35.659000+00:00| INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:03:36.937000+00:00| INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:03:37.975000+00:00| INFO | kafka_consumer | Inserted 73 rows to ticks_db.
2025-09-12 20:03:39.007000+00:00| INFO | kafka_consumer | Inserted 132 rows to ticks_db.
2025-09-12 20:03:39.053000+00:00| INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:03:39.168000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:40.014000+00:00| INFO | kafka_consumer | Inserted 98 rows to ticks_db.
2025-09-12 20:03:40.063000+00:00| INFO | monitoring | Inserted ticks monitoring data for 365 messages.
2025-09-12 20:03:41.071000+00:00| INFO | kafka_consumer | Inserted 146 rows to ticks_db.
2025-09-12 20:03:41.205000+00:00| INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:03:41.220000+00:00| INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:03:41.283000+00:00| INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:03:41.955000+00:00| INFO | kafka_consumer | Inserted 108 rows to ticks_db.
2025-09-12 20:03:42.945000+00:00| INFO | kafka_consumer | Inserted 31 rows to ticks_db.
2025-09-12 20:03:43.950000+00:00| INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:03:44.234000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:44.946000+00:00| INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:03:45.149000+00:00| INFO | monitoring | Inserted ticks monitoring data for 740 messages.
2025-09-12 20:03:45.991000+00:00| INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:03:47.003000+00:00| INFO | kafka_consumer | Inserted 66 rows to ticks_db.
2025-09-12 20:03:48.003000+00:00| INFO | kafka_consumer | Inserted 66 rows to ticks_db.
2025-09-12 20:03:49.026000+00:00| INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:03:49.297000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:50.048000+00:00| INFO | kafka_consumer | Inserted 25 rows to ticks_db.
2025-09-12 20:03:50.264000+00:00| INFO | monitoring | Inserted ticks monitoring data for 163 messages.
2025-09-12 20:03:51.023000+00:00| INFO | kafka_consumer | Inserted 60 rows to ticks_db.
2025-09-12 20:03:53.018000+00:00| INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:03:54.022000+00:00| INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:03:54.440000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:03:55.036000+00:00| INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:03:55.340000+00:00| INFO | monitoring | Inserted ticks monitoring data for 68 messages.
2025-09-12 20:03:56.063000+00:00| INFO | kafka_consumer | Inserted 21 rows to ticks_db.
2025-09-12 20:03:56.138000+00:00| INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:03:57.048000+00:00| INFO | kafka_consumer | Inserted 34 rows to ticks_db.
2025-09-12 20:03:58.055000+00:00| INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:03:59.047000+00:00| INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:03:59.495000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:04:00.087000+00:00| INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:04:00.440000+00:00| INFO | monitoring | Inserted ticks monitoring data for 213 messages.
2025-09-12 20:04:01.101000+00:00| INFO | kafka_consumer | Inserted 69 rows to ticks_db.
2025-09-12 20:04:02.062000+00:00| INFO | kafka_consumer | Inserted 122 rows to ticks_db.
2025-09-12 20:04:02.247000+00:00| INFO | __main__ | Received stop signal. Shutting down...
2025-09-12 20:04:02.263000+00:00| INFO | kafka_producer | Shutting down producer.
2025-09-12 20:04:02.265000+00:00| INFO | kafka_producer | WebSocket closed: code=None msg=None
2025-09-12 20:04:02.268000+00:00| INFO | kafka.producer.kafka | <KafkaProducer client_id=kafka-python-producer-1 transactional_id=None>: Closing the Kafka producer with 5 secs timeout.
2025-09-12 20:04:02.269000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-producer-1, node_id=1 host=kafka:19092 <connected> [IPv4 ('172.18.0.3', 19092)]>: Closing connection. 
2025-09-12 20:04:02.576000+00:00| INFO | kafka_consumer | Inserted final 4 rows.
2025-09-12 20:04:02.577000+00:00| INFO | kafka_consumer | Closing consumer.
2025-09-12 20:04:02.582000+00:00| INFO | kafka.coordinator.heartbeat | Stopping heartbeat thread
2025-09-12 20:04:02.583000+00:00| INFO | kafka.coordinator | Leaving consumer group (ticks_ingestor).
2025-09-12 20:04:02.588000+00:00| INFO | kafka.coordinator | LeaveGroup request for group ticks_ingestor returned successfully
2025-09-12 20:04:02.588000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=1 host=kafka:19092 <connected> [IPv4 ('172.18.0.3', 19092)]>: Closing connection. 
2025-09-12 20:04:02.589000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=coordinator-1 host=kafka:19092 <connected> [IPv4 ('172.18.0.3', 19092)]>: Closing connection. 
2025-09-12 20:04:02.590000+00:00| INFO | __main__ | System shutdown complete.
2025-09-12 20:07:11.809000+00:00| INFO | __main__ | System starting.
2025-09-12 20:07:11.810000+00:00| INFO | clickhouse | Creating ticks_db table.
2025-09-12 20:07:11.846000+00:00| INFO | clickhouse | ticks_db table created successfully.
2025-09-12 20:07:11.847000+00:00| INFO | clickhouse | Creating websocket_diagnostics table.
2025-09-12 20:07:11.886000+00:00| INFO | clickhouse | websocket_diagnostics table created successfully.
2025-09-12 20:07:11.886000+00:00| INFO | clickhouse | Creating processing_diagnostics table.
2025-09-12 20:07:11.891000+00:00| INFO | clickhouse | processing_diagnostics table created successfully.
2025-09-12 20:07:11.891000+00:00| INFO | clickhouse | Creating monitoring_db table.
2025-09-12 20:07:11.926000+00:00| INFO | clickhouse | monitoring_db table created successfully.
2025-09-12 20:07:11.927000+00:00| INFO | clickhouse | Creating uptime_db table.
2025-09-12 20:07:11.963000+00:00| INFO | clickhouse | uptime_db table created successfully.
2025-09-12 20:07:12.017000+00:00| INFO | kafka_producer | Producer thread started.
2025-09-12 20:07:12.018000+00:00| INFO | kafka_consumer | Kafka consumer started.
2025-09-12 20:07:12.053000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka:19092 [('172.18.0.8', 19092) IPv4]
2025-09-12 20:07:12.061000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:19092 <checking_api_versions_recv> [IPv4 ('172.18.0.8', 19092)]>: Broker version identified as 2.6
2025-09-12 20:07:12.062000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
2025-09-12 20:07:12.063000+00:00| INFO | kafka.consumer.subscription_state | Updating subscribed topics to: ('price_ticks',)
2025-09-12 20:07:12.067000+00:00| INFO | websocket | Websocket connected
2025-09-12 20:07:12.069000+00:00| INFO | kafka_producer | WebSocket connected.
2025-09-12 20:07:12.069000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=1 host=kafka:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka:19092 [('172.18.0.8', 19092) IPv4]
2025-09-12 20:07:12.070000+00:00| INFO | kafka_producer | Subscribing to BINANCE:ETHUSDT
2025-09-12 20:07:12.070000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=1 host=kafka:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
2025-09-12 20:07:12.072000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Closing connection. 
2025-09-12 20:07:12.183000+00:00| INFO | kafka.cluster | Coordinator for group/ticks_ingestor is BrokerMetadata(nodeId='coordinator-1', host='kafka', port=19092, rack=None)
2025-09-12 20:07:12.185000+00:00| INFO | kafka.coordinator | Discovered coordinator coordinator-1 for group ticks_ingestor
2025-09-12 20:07:12.186000+00:00| INFO | kafka.coordinator.heartbeat | Starting new heartbeat thread
2025-09-12 20:07:12.187000+00:00| INFO | kafka.coordinator.consumer | Revoking previously assigned partitions set() for group ticks_ingestor
2025-09-12 20:07:12.188000+00:00| INFO | kafka.coordinator | Failed to join group ticks_ingestor: NodeNotReadyError: coordinator-1
2025-09-12 20:07:12.190000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=coordinator-1 host=kafka:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka:19092 [('172.18.0.8', 19092) IPv4]
2025-09-12 20:07:12.191000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-2.2.15, node_id=coordinator-1 host=kafka:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
2025-09-12 20:07:12.293000+00:00| INFO | kafka.coordinator | (Re-)joining group ticks_ingestor
2025-09-12 20:07:12.313000+00:00| INFO | kafka.coordinator | Received member id kafka-python-2.2.15-dcdfb68d-f9ea-4883-93e8-fc925b061989 for group ticks_ingestor; will retry join-group
2025-09-12 20:07:12.314000+00:00| INFO | kafka.coordinator | Failed to join group ticks_ingestor: [Error 79] MemberIdRequiredError
2025-09-12 20:07:12.314000+00:00| INFO | kafka.coordinator | (Re-)joining group ticks_ingestor
2025-09-12 20:07:13.070000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-producer-1, node_id=1 host=kafka:19092 <connecting> [IPv4 ('172.18.0.8', 19092)]>: connecting to kafka:19092 [('172.18.0.8', 19092) IPv4]
2025-09-12 20:07:13.071000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-producer-1, node_id=1 host=kafka:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Connection complete.
2025-09-12 20:07:13.071000+00:00| INFO | kafka.conn | <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:19092 <connected> [IPv4 ('172.18.0.8', 19092)]>: Closing connection. 
2025-09-12 20:07:15.340000+00:00| INFO | kafka.coordinator | Successfully joined group ticks_ingestor <Generation 60 (member_id: kafka-python-2.2.15-dcdfb68d-f9ea-4883-93e8-fc925b061989, protocol: range)>
2025-09-12 20:07:15.341000+00:00| INFO | kafka.coordinator | Elected group leader -- performing partition assignments using range
2025-09-12 20:07:15.380000+00:00| INFO | kafka.consumer.subscription_state | Updated partition assignment: [TopicPartition(topic='price_ticks', partition=0)]
2025-09-12 20:07:15.381000+00:00| INFO | kafka.coordinator.consumer | Setting newly assigned partitions {TopicPartition(topic='price_ticks', partition=0)} for group ticks_ingestor
2025-09-12 20:07:15.515000+00:00| INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:07:15.534000+00:00| INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:16.094000+00:00| INFO | kafka_consumer | Inserted 134 rows to ticks_db.
2025-09-12 20:07:17.131000+00:00| INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:07:17.197000+00:00| INFO | monitoring | Inserted ticks monitoring data for 285 messages.
2025-09-12 20:07:18.128000+00:00| INFO | kafka_consumer | Inserted 64 rows to ticks_db.
2025-09-12 20:07:18.145000+00:00| INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:19.171000+00:00| INFO | kafka_consumer | Inserted 44 rows to ticks_db.
2025-09-12 20:07:19.253000+00:00| INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:20.104000+00:00| INFO | kafka_consumer | Inserted 27 rows to ticks_db.
2025-09-12 20:07:21.117000+00:00| INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:07:22.271000+00:00| INFO | kafka_consumer | Inserted 11 rows to ticks_db.
2025-09-12 20:07:22.363000+00:00| INFO | monitoring | Inserted ticks monitoring data for 287 messages.
2025-09-12 20:07:22.429000+00:00| INFO | cloud_migration | Written Parquet files: parquet_data/ticks.parquet and parquet_data/ticks_20250912_200722.parquet
2025-09-12 20:07:22.485000+00:00| INFO | cloud_migration | Written Parquet files: parquet_data/ws_diagnostics.parquet and parquet_data/ws_diagnostics_20250912_200722.parquet
2025-09-12 20:07:22.561000+00:00| INFO | cloud_migration | Written Parquet files: parquet_data/proc_diagnostics.parquet and parquet_data/proc_diagnostics_20250912_200722.parquet
2025-09-12 20:07:22.608000+00:00| INFO | cloud_migration | Written Parquet files: parquet_data/monitoring.parquet and parquet_data/monitoring_20250912_200722.parquet
2025-09-12 20:07:22.650000+00:00| INFO | cloud_migration | Written Parquet files: parquet_data/uptime_diagnostics.parquet and parquet_data/uptime_diagnostics_20250912_200722.parquet
2025-09-12 20:07:22,728 | INFO | cloud_migration | Uploaded parquet_data/uptime_diagnostics_20250912_200722.parquet to S3 at archived_data/uptime_diagnostics_20250912_200722.parquet
2025-09-12 20:07:22,729 | INFO | cloud_migration | Uploaded parquet_data/monitoring_20250912_200722.parquet to S3 at archived_data/monitoring_20250912_200722.parquet
2025-09-12 20:07:22,729 | INFO | cloud_migration | Uploaded parquet_data/ticks_20250912_200722.parquet to S3 at archived_data/ticks_20250912_200722.parquet
2025-09-12 20:07:22,729 | INFO | cloud_migration | Uploaded parquet_data/ws_diagnostics_20250912_200722.parquet to S3 at archived_data/ws_diagnostics_20250912_200722.parquet
2025-09-12 20:07:22,730 | INFO | cloud_migration | Uploaded parquet_data/proc_diagnostics_20250912_200722.parquet to S3 at archived_data/proc_diagnostics_20250912_200722.parquet
2025-09-12 20:07:23,118 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:07:23,294 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:24,116 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:07:25,115 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:07:26,117 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:07:27,116 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:07:27,587 | INFO | monitoring | Inserted ticks monitoring data for 19 messages.
2025-09-12 20:07:28,325 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:29,132 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:07:30,156 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:07:31,125 | INFO | kafka_consumer | Inserted 75 rows to ticks_db.
2025-09-12 20:07:32,190 | INFO | kafka_consumer | Inserted 10 rows to ticks_db.
2025-09-12 20:07:32,695 | INFO | monitoring | Inserted ticks monitoring data for 95 messages.
2025-09-12 20:07:33,141 | INFO | kafka_consumer | Inserted 66 rows to ticks_db.
2025-09-12 20:07:33,359 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:34,188 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:07:35,232 | INFO | kafka_consumer | Inserted 105 rows to ticks_db.
2025-09-12 20:07:35,315 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:35,351 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:36,260 | INFO | kafka_consumer | Inserted 33 rows to ticks_db.
2025-09-12 20:07:36,370 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:36,418 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:36,433 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:37,257 | INFO | kafka_consumer | Inserted 45 rows to ticks_db.
2025-09-12 20:07:37,399 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:37,479 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:37,495 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:37,798 | INFO | monitoring | Inserted ticks monitoring data for 1454 messages.
2025-09-12 20:07:38,269 | INFO | kafka_consumer | Inserted 21 rows to ticks_db.
2025-09-12 20:07:38,406 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:39,244 | INFO | kafka_consumer | Inserted 117 rows to ticks_db.
2025-09-12 20:07:40,233 | INFO | kafka_consumer | Inserted 50 rows to ticks_db.
2025-09-12 20:07:41,230 | INFO | kafka_consumer | Inserted 23 rows to ticks_db.
2025-09-12 20:07:42,227 | INFO | kafka_consumer | Inserted 15 rows to ticks_db.
2025-09-12 20:07:42,887 | INFO | monitoring | Inserted ticks monitoring data for 226 messages.
2025-09-12 20:07:43,228 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:07:43,438 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:44,231 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:07:45,231 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:07:46,239 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:07:47,227 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:07:47,957 | INFO | monitoring | Inserted ticks monitoring data for 22 messages.
2025-09-12 20:07:48,234 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:07:48,481 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:49,293 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:07:49,430 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:49,471 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:50,239 | INFO | kafka_consumer | Inserted 32 rows to ticks_db.
2025-09-12 20:07:51,242 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:07:52,240 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:07:53,051 | INFO | monitoring | Inserted ticks monitoring data for 345 messages.
2025-09-12 20:07:53,238 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:07:53,533 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:54,241 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:07:55,338 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:07:56,322 | INFO | kafka_consumer | Inserted 32 rows to ticks_db.
2025-09-12 20:07:56,391 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:56,498 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:56,623 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:56,685 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:07:57,289 | INFO | kafka_consumer | Inserted 16 rows to ticks_db.
2025-09-12 20:07:58,149 | INFO | monitoring | Inserted ticks monitoring data for 658 messages.
2025-09-12 20:07:58,275 | INFO | kafka_consumer | Inserted 62 rows to ticks_db.
2025-09-12 20:07:58,596 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:07:59,265 | INFO | kafka_consumer | Inserted 19 rows to ticks_db.
2025-09-12 20:08:00,270 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:08:01,279 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:08:02,263 | INFO | kafka_consumer | Inserted 28 rows to ticks_db.
2025-09-12 20:08:03,231 | INFO | monitoring | Inserted ticks monitoring data for 117 messages.
2025-09-12 20:08:03,274 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:08:03,639 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:04,308 | INFO | kafka_consumer | Inserted 20 rows to ticks_db.
2025-09-12 20:08:05,274 | INFO | kafka_consumer | Inserted 91 rows to ticks_db.
2025-09-12 20:08:06,271 | INFO | kafka_consumer | Inserted 14 rows to ticks_db.
2025-09-12 20:08:07,272 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:08:08,272 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:08:08,325 | INFO | monitoring | Inserted ticks monitoring data for 131 messages.
2025-09-12 20:08:08,675 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:09,322 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:08:10,302 | INFO | kafka_consumer | Inserted 67 rows to ticks_db.
2025-09-12 20:08:11,311 | INFO | kafka_consumer | Inserted 6 rows to ticks_db.
2025-09-12 20:08:12,359 | INFO | kafka_consumer | Inserted 22 rows to ticks_db.
2025-09-12 20:08:12,485 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:08:12,522 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:08:13,412 | INFO | monitoring | Inserted ticks monitoring data for 400 messages.
2025-09-12 20:08:13,716 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:14,337 | INFO | kafka_consumer | Inserted 57 rows to ticks_db.
2025-09-12 20:08:15,355 | INFO | kafka_consumer | Inserted 46 rows to ticks_db.
2025-09-12 20:08:16,322 | INFO | kafka_consumer | Inserted 73 rows to ticks_db.
2025-09-12 20:08:18,325 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:18,497 | INFO | monitoring | Inserted ticks monitoring data for 177 messages.
2025-09-12 20:08:18,752 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:19,330 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:08:20,327 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:21,327 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:08:22,335 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:08:23,332 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:08:23,587 | INFO | monitoring | Inserted ticks monitoring data for 14 messages.
2025-09-12 20:08:23,797 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:24,341 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:08:25,346 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:08:26,343 | INFO | kafka_consumer | Inserted 12 rows to ticks_db.
2025-09-12 20:08:27,373 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:28,395 | INFO | kafka_consumer | Inserted 57 rows to ticks_db.
2025-09-12 20:08:28,493 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:08:28,665 | INFO | monitoring | Inserted ticks monitoring data for 227 messages.
2025-09-12 20:08:28,839 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:29,383 | INFO | kafka_consumer | Inserted 104 rows to ticks_db.
2025-09-12 20:08:30,378 | INFO | kafka_consumer | Inserted 58 rows to ticks_db.
2025-09-12 20:08:31,351 | INFO | kafka_consumer | Inserted 32 rows to ticks_db.
2025-09-12 20:08:32,362 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:08:33,361 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:08:33,766 | INFO | monitoring | Inserted ticks monitoring data for 200 messages.
2025-09-12 20:08:33,900 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:34,410 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:35,365 | INFO | kafka_consumer | Inserted 130 rows to ticks_db.
2025-09-12 20:08:36,359 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:08:37,359 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:08:38,361 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:38,846 | INFO | monitoring | Inserted ticks monitoring data for 141 messages.
2025-09-12 20:08:38,943 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:08:39,362 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:08:40,383 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:08:41,415 | INFO | kafka_consumer | Inserted 41 rows to ticks_db.
2025-09-12 20:08:42,406 | INFO | kafka_consumer | Inserted 133 rows to ticks_db.
2025-09-12 20:08:43,377 | INFO | kafka_consumer | Inserted 95 rows to ticks_db.
